,title,like_count_1h,like_count_2h,like_count_3h,like_count_4h,like_count_5h,like_count_6h,comment_count_1h,comment_count_2h,comment_count_3h,comment_count_4h,comment_count_5h,comment_count_6h,forum_id,forum_stats,like_count_24h,weekday,hour
8218,#其他 兒科護理師社群,0,0,1,1,1,1,0,0,0,0,0,0,916546,19.7,18,0,2
34113,提醒 711咖啡日買7送7最後優惠,1,1,1,1,1,1,0,0,0,0,0,0,859829,0.5,5,5,17
20547,憂鬱症的低能兒,2,2,2,2,2,2,2,2,2,2,2,3,750159,1128.3,6,1,18
47700,橘子的小說還有人在看嗎！,1,1,1,2,3,4,0,3,3,3,3,4,399368,59.9,5,3,13
16056,新竹美食分享（13）,3,3,5,5,5,5,1,2,2,2,2,2,160419,81.9,27,4,16
48116,#後記 Between 1&2回歸行程戰鬥後記1,36,80,136,199,242,267,1,5,8,13,16,18,199059,4.1,373,4,12
16268,人越大越冇個種想愛人嘅感覺,0,0,0,1,1,1,0,0,0,0,0,1,955936,27.0,9,0,19
18440,#租屋疑問 這些問題該如何解決,1,1,2,3,4,4,0,0,3,10,10,13,469044,17.9,8,6,9
47294,麥克風,0,1,2,3,4,7,0,0,1,1,1,1,136098,31.6,15,2,9
47101,#集中討論 街頭男戰士SMF Ep.9,1,4,8,10,10,10,0,1,1,2,2,3,626235,38.4,18,1,4
17339,在女友家被女友妹妹吃掉之後續,1,1,1,1,3,6,1,1,1,1,2,3,817817,391.7,354,6,5
12083,陳紫渝我就不跟大家搶了,6,7,7,7,8,8,1,4,8,10,10,12,676371,391.4,19,3,4
15351,男友比哂d錢ex,1,2,4,4,4,8,10,24,33,51,54,57,955936,27.0,16,6,11
32245,✨杏心耳鼻喉科診所誠徵護理人員,1,2,3,4,5,5,2,4,4,4,4,4,661384,30.0,7,5,15
40943,關於清查嘉獎這檔事,0,0,2,2,2,2,4,8,9,9,9,9,473856,2.9,9,0,15
25363,#討論 估價文越來越多,1,3,7,13,14,16,1,3,6,9,10,11,641297,24.6,31,0,7
22390,分手後，斷聯了三個月,2,2,2,3,3,3,12,14,14,14,17,17,817817,391.7,14,5,1
33144,原來擠粉刺這麼爽鴨！！！,1,3,5,9,12,13,0,1,1,1,1,1,331474,5.0,88,1,14
8192,花3萬去調整和男友的磁場⭐️,5,7,13,28,39,49,1,4,13,28,34,41,817817,391.7,144,5,6
6383,返全日有咩方法返到屋企唔訓覺😞,1,2,4,5,7,7,0,0,1,4,5,7,441723,6.5,13,1,12
17542,#請益 嬌蘭要等雙11還是週年慶就入手呢,3,5,5,6,7,7,7,10,11,13,13,14,156928,140.1,10,6,4
13304,#請益 請問大H身上的便當袋,5,7,9,10,13,14,2,6,6,6,8,9,728866,21.3,17,3,11
45537,女友不要找太笨的🙂,3,11,20,31,38,50,2,12,13,15,16,16,817817,391.7,2735,0,16
6868,FIRST TIME 見網友的穿搭推薦(三更紀錄,0,1,1,9,17,23,5,14,26,53,70,89,399302,63.9,125,1,4
3625,［分享］HOUSUXI好提汰瓷層保溫杯,2,3,6,8,10,14,0,0,0,1,1,1,506412,3.9,18,6,3
19816,轉學考請益,1,1,1,1,1,1,0,1,1,1,1,1,432672,41.5,5,2,17
2172,學校是嫌人太多需要負面宣傳？,12,12,15,17,17,20,5,6,6,6,7,7,22465,63.0,23,0,7
38938,屏大網球社,3,3,5,5,5,5,1,1,1,1,1,1,184535,19.8,7,1,14
4055,女生對到眼在想啥?,1,1,1,3,4,5,4,11,18,20,23,25,509033,16.3,10,0,11
18884,地震巧合,2,5,7,9,9,9,1,3,5,7,10,10,497426,359.8,956,5,14
2747,淺談先有後婚,5,6,6,7,9,9,5,5,5,5,5,5,750159,1128.3,12,3,9
45401,放棄雙子男,0,0,0,0,1,1,0,0,0,0,0,0,342324,79.0,8,1,18
4842,推廣一下這張圖😆,1,3,5,5,6,7,0,0,1,1,1,1,497426,359.8,9,5,4
4578,#分享 夏換秋保養首選！碧歐斯噴霧水+去角質+德美醫研洗面乳,2,4,4,4,4,4,1,1,1,1,1,1,156928,140.1,5,3,9
46204,原來海神除毛真的不痛,0,1,1,3,4,5,0,0,0,2,3,3,24561,93.7,10,3,0
41597,關於折耳貓的五大常見話術,8,10,13,22,28,31,2,3,4,4,4,4,699763,53.5,56,5,4
7322,天蠍最近到底怎麼了😂,1,3,4,7,10,13,2,3,4,4,12,18,342324,79.0,25,0,10
5465,#詢問 求推此類型的歌曲🙏🏻,0,4,7,9,9,9,1,7,23,27,29,30,626235,38.4,42,6,14
44741,萬聖節派對「一起來鬼混👻」,6,7,7,9,9,10,0,0,0,0,0,0,78211,12.5,11,0,6
31053,#閒聊 關於考場上寫字的速度,0,0,1,1,1,1,0,1,1,1,1,2,591920,16.9,5,4,16
3500,台塑10/19截止 通知面試進度,0,0,0,0,2,3,0,0,0,0,0,0,770696,160.6,5,5,16
30333,幫選小CK,0,2,2,2,3,3,1,3,6,6,7,8,24561,93.7,35,6,14
14878,交友軟體認識到在一起的機率有多高,5,7,9,9,9,9,1,2,2,2,2,2,687605,117.0,35,3,16
48939,台大 張同學你的學生證掉了,1,3,3,4,6,8,0,1,1,5,5,5,497426,359.8,11,4,10
31728,#情報 9體角色「獸神化」／「獸神化・改」極速同時解禁！　「《怪物彈珠》9週年」,2,2,2,3,4,5,1,1,1,4,4,4,461202,3.4,7,6,14
4139,#大眾占卜 【他有機會成為我的交往對象?】塔牌測驗💜,8,13,18,18,22,24,0,0,0,0,0,0,40715,32.9,40,5,13
4871,中華大學也成為中共同路人了,5,7,8,10,10,11,3,3,5,5,5,5,497426,359.8,13,2,5
15761,沒拿到分紅,1,1,1,3,6,10,7,7,9,11,15,25,852766,28.4,26,4,12
16148,系上未來,1,1,1,1,1,1,0,1,1,1,2,2,509033,16.3,10,3,18
25145,有冇人執到白色耳機?🙏🏻,0,1,2,2,2,3,0,0,0,0,9,10,269432,16.3,8,2,10
19631,#靠北 雙線道超車也被舉發？,0,1,1,3,4,4,5,6,7,10,12,12,17362,25.6,10,6,12
5693,#心得 2022韓國大學本科面試後記,1,1,2,3,6,7,0,0,0,0,1,5,647726,4.9,12,6,7
22726,#頁遊 浮文～,4,5,6,6,7,7,0,0,0,0,0,0,63088,37.5,8,2,2
9647,好餓哦,1,2,3,4,4,4,6,7,8,9,11,11,31069,64.7,6,5,13
14136,#分享 #更 #黑特 林口x顏 三部位150U,2,2,2,2,2,2,0,0,0,0,0,0,492107,31.8,8,2,15
17921,Re: 學生受不平公對待 最後選擇結束自己生命,2,2,2,3,3,3,1,1,1,1,1,1,687605,117.0,5,4,20
28083,永遠拒吃紅蕃茄,0,0,0,0,0,0,1,1,4,4,4,4,218395,17.2,6,1,5
26308,大一找打工,2,3,5,6,9,9,5,14,17,24,25,25,509033,16.3,10,3,3
7389,#韓綜 交換情侶2 EP16 (End) 討論區,3,8,19,29,43,58,13,48,86,127,156,191,832822,17.1,94,3,11
31847,獅子男子觀察日誌,1,1,2,2,3,5,0,0,0,0,0,4,342324,79.0,9,0,7
28999,#選填志願 新北統調,1,1,1,1,1,1,0,0,2,2,2,3,184733,7.6,6,6,6
6018,成績分布圖的紅色曲線是什麼意思？,2,3,4,6,6,6,4,6,6,7,7,7,174372,56.4,9,5,14
24225,#分享 霧眉完為什麼要補色呢？多久後可以去補色呢？,4,5,5,6,6,6,1,1,1,1,1,1,156928,140.1,9,0,7
9253,無聲的愛,3,5,5,7,9,9,1,1,1,1,1,1,817817,391.7,25,6,16
17965,#討論 你各位碧兒泉預購會買什麼😇,2,2,2,4,6,6,0,0,0,0,0,1,156928,140.1,8,2,4
18869,現在不能退選？,0,2,2,2,3,6,3,5,5,5,6,7,943830,52.4,10,1,0
3334,大學的夢想,2,2,7,12,13,20,9,14,25,40,59,75,860462,31.1,28,1,5
40414,喜歡你，是我一個人的事,1,1,1,2,3,3,3,3,3,3,3,4,687605,117.0,11,0,18
31930,尋找直屬🌝,0,2,3,4,4,4,0,3,3,3,3,4,469710,27.3,6,6,7
17189,幾號開學,1,3,6,12,18,22,7,11,13,24,35,42,206035,27.7,44,2,8
9181,繼承台東人的開車習慣,2,2,2,2,3,3,0,1,1,3,4,5,817290,15.0,6,1,5
24520,找 7-11統一麵包巧克力捲 口感類似的麵包,0,0,1,1,1,1,0,0,0,0,0,0,160419,81.9,6,4,16
13105,久違的手寫了,3,3,3,4,4,4,2,2,2,2,2,2,844444,0.1,6,3,13
26636,#大眾占卜 現階段的我是真的感到快樂嗎,5,7,10,12,12,12,0,0,0,0,0,0,40715,32.9,20,0,14
24154,提分手不是比較不愛,4,4,6,7,9,11,0,0,0,0,1,1,687605,117.0,16,1,10
22004,#分享  書單分享part9,3,3,4,5,5,7,0,0,0,0,0,0,332913,14.0,21,6,14
2913,"Re: #情報 
#情報 更新九月＋十月試用品不藏私連結分享",4,4,5,5,5,5,2,3,3,3,3,3,769474,0.0,6,2,9
14633,關於男孩版的問題,5,6,6,6,6,6,9,11,11,11,11,11,497426,359.8,7,3,9
28193,Air pods pro 二代 最平入手方法？,0,1,2,4,4,5,0,0,0,1,3,5,269432,16.3,7,3,1
16482,#分享 週慶戰利品開香～限量一生之水禮盒 現賺2180！,2,3,5,8,9,9,0,0,1,1,1,1,518897,10.1,9,4,12
15345,泡麵,0,0,0,0,0,1,2,4,8,10,11,11,497426,359.8,6,5,13
14990,#書單推薦  #書單分享「許你萬丈光芒好」,2,3,4,4,5,5,0,1,1,1,4,7,332913,14.0,24,0,1
4897,牙助工讀生🦷,2,3,3,4,4,4,6,8,10,10,14,14,469710,27.3,7,1,7
41241,看到緯來11月的節目表，緯來勇士台無誤,6,6,7,8,8,9,10,14,17,20,29,31,542155,3.9,12,4,4
13335,2022年星巴克星座杯,0,0,5,6,10,11,1,1,4,4,7,7,24561,93.7,28,4,9
4095,小心綠茶,3,3,3,4,4,4,0,4,11,11,11,11,687605,117.0,5,1,3
30636,#文末購車優惠 Gogoro手做永生花體驗👩🏻‍🌾,3,5,5,5,6,7,0,0,0,0,0,0,607301,0.0,10,1,4
34145,#心得 楓之谷輸出公式詳述〈三〉,2,3,5,7,8,9,0,0,1,1,1,1,969675,6.7,17,3,14
37723,デートしてきたけど、、、,2,2,2,2,3,3,5,5,5,5,5,5,714297,15.2,5,5,13
24495,9353粉紅色JET 很幹騎？,3,3,3,5,5,6,4,4,9,10,10,10,537446,4.2,9,3,7
17050,各位,2,3,4,5,6,6,1,2,2,2,2,2,399368,59.9,6,3,14
44495,#情報 全聯 露得清美白系列 特價,0,2,5,5,7,7,1,2,2,3,3,3,156928,140.1,11,2,13
30863,關於公車🚌,14,28,41,47,49,51,8,19,30,34,34,34,430940,47.0,135,5,15
37577,老ㄗ昨天終於粗門玩了,8,10,10,11,12,13,5,6,6,7,15,20,750159,1128.3,22,0,6
42519,失戀好痛苦...,1,1,1,3,3,3,37,42,42,44,49,50,676371,391.4,10,5,14
19159,志學車站往花蓮通車囉,1,3,3,3,3,3,1,1,2,2,2,2,249745,34.1,28,3,16
23400,東南亞或華僑的素質,0,6,8,9,11,15,4,6,11,14,15,19,136098,31.6,27,3,5
43741,幼保大樓電梯猴🐒,1,1,1,1,1,1,2,2,2,2,2,2,346270,13.5,9,3,15
6948,各位的義父是哪一尊神明呢？,1,1,1,2,3,3,1,1,1,6,11,12,74287,25.0,8,4,10
18313,#2023/2/22 更新🖌創作者俱樂部 固定策展活動開跑囉！🖌,14,15,16,16,16,18,18,22,23,24,25,25,694339,0.1,19,0,10
20581,#其他 108課綱學測數學 圓與直線模考練習影片,1,1,1,1,1,2,0,0,0,0,0,0,739682,5.3,10,3,17
26831,可愛(有趣)的睡姿,5,8,12,16,17,17,5,8,12,13,13,13,367659,39.7,20,4,14
13623,#手遊 桃子樹🍑～,0,0,0,1,2,3,8,8,8,10,11,11,63088,37.5,12,0,12
36908,有點醜又有點78可愛的貼圖,1,2,2,2,2,2,0,0,0,1,1,1,24561,93.7,8,1,16
41245,對愛情好失望,1,3,3,4,5,5,2,2,4,4,6,6,955936,27.0,12,3,4
37847,職涯心路歷程,5,5,6,7,7,7,2,2,2,2,2,2,770696,160.6,8,1,12
27236,#分享 私心最愛的三對韓劇CP🤍,15,35,78,131,175,196,2,12,26,48,50,50,626235,38.4,450,5,13
16091,#服務 免費占卜 15名抽5位解答(全15名已更完),4,6,6,6,6,6,23,32,36,40,41,41,40715,32.9,7,3,14
19213,巨蟹男這樣的心態？,0,0,0,0,1,2,1,2,2,2,2,3,342324,79.0,5,4,7
2021,現在好開心哦,4,5,8,9,9,11,6,6,7,12,12,12,174372,56.4,16,4,14
950,第五人格comiket100 活動限定頭像,0,1,1,1,1,1,0,0,0,0,0,0,258600,4.1,5,3,12
39926,那一夜，搞怪欸帶我去抓人,2,4,4,5,6,6,0,3,3,3,3,3,767643,0.7,11,1,1
6711,超商卯貓我又來啦～,2,5,10,14,18,18,2,2,5,5,5,5,699763,53.5,36,0,14
33456,消費死者,0,1,3,4,10,14,0,2,5,11,18,25,497426,359.8,612,5,18
39672,好討厭版上的包養文⋯⋯,1,1,1,1,1,1,1,1,1,1,1,1,24561,93.7,5,5,10
46413,一個人吃平祿壽司,3,10,16,22,30,40,0,0,1,12,14,24,160419,81.9,128,5,9
20211,#iPhone 我有一台iPhone,1,2,2,2,2,2,2,2,2,2,2,2,888601,78.9,11,6,18
13701,處男焦慮症,1,1,1,2,5,6,7,10,18,20,26,30,31069,64.7,11,3,0
34945,#更 婚戒選手二選一,0,2,7,8,9,9,0,1,8,14,18,18,327178,22.4,24,3,13
25464,本土投手的進步還是看得見的吧！,0,1,2,5,6,7,5,5,8,14,16,18,862588,24.2,16,3,12
8672,林玠鋒老師 民訴,0,0,1,1,1,1,5,5,5,5,5,6,136811,59.5,8,0,15
47828,#新聞 台股下殺近 400 點，你會加碼還是減倉呢？,12,20,22,26,30,33,37,52,56,64,71,74,508444,18.7,45,2,2
47604,#影片 成醬 x SM Rookies Dance Performance Rehearsal,15,21,32,41,52,57,4,4,5,5,5,5,74879,3.3,65,6,11
20635,Dcard驗孕棒日常.....,2,4,4,4,4,4,0,1,1,1,6,6,817817,391.7,23,0,15
11843,#情報 （體驗服）10月4日舞會更新,3,3,3,4,6,8,0,0,0,1,2,2,31408,8.8,17,5,2
44165,高學歷學生欺凌身障女同學 😢,1,2,6,7,13,16,0,4,8,16,18,28,676371,391.4,40,4,9
40669,《 工資系排 》招生來囉！,1,2,5,5,5,5,0,0,0,0,0,0,206035,27.7,8,0,3
30272,#綜藝 即將見到喝酒的娜璉和彩瑛,18,34,46,49,53,60,1,4,5,6,7,8,199059,4.1,276,3,17
46080,玉林雞腿大王感想,2,2,2,4,4,4,3,3,5,8,9,9,994988,40.3,8,0,11
10718,網路認識大胖妹,1,2,2,2,2,2,3,3,3,4,5,5,676371,391.4,7,1,15
30735,✨TMS德明街舞社✨,2,2,2,2,2,3,1,1,1,1,1,1,904953,6.2,5,0,6
9218,研究生的疑惑,1,2,2,4,4,4,2,2,2,2,2,5,399368,59.9,6,1,6
23324,傾得好地地 突然間消失咗,1,3,4,4,5,5,1,3,4,4,4,4,955936,27.0,8,3,16
22670,飲水機溫度,4,6,6,6,6,8,3,8,8,11,12,14,994988,40.3,15,2,7
34518,冬の匂いって感じる？,1,2,2,2,2,3,1,1,1,1,1,1,862049,9.8,6,3,6
46014,教師寒假提早2天請假出國(已放棄，但還是歡迎討論分享),1,1,1,1,1,1,0,0,0,0,0,1,917686,7.0,12,3,16
48825,#泰劇 推薦新泰腐 愛在空氣中 ！,4,4,6,7,7,9,1,2,2,4,4,8,148891,2.9,20,4,2
23128,民進黨怎麼打選戰,0,1,4,4,8,13,2,9,10,10,12,16,477997,42.3,22,2,21
18857,#新聞 開發者模仿「動態島」複製到 Android 手機上！,2,2,2,2,2,2,2,2,2,3,3,3,433534,2.7,16,4,3
1096,注意校版上的詐騙！！！,6,6,6,6,6,6,19,20,21,22,22,23,738074,25.1,14,6,16
41825,情侶之間性愛的頻率,0,0,0,0,0,0,5,9,9,9,10,10,817817,391.7,11,1,1
28155,近期外出穿搭,0,2,6,9,12,12,0,0,1,1,1,3,399302,63.9,54,2,13
38539,#問,2,3,4,4,6,7,0,0,0,1,2,3,454216,16.3,9,0,23
30328,#問題 沒有多吃卻變重了,0,0,1,2,2,2,6,11,13,13,14,17,728866,21.3,5,4,9
32404,#詢問 推薦有質感的掛繩包,1,3,4,5,5,5,4,4,5,5,5,5,399302,63.9,5,0,15
14082,唔夠鍾意,2,4,4,6,7,7,0,0,1,1,1,1,955936,27.0,13,1,7
19617,#頁遊 官方補償的活動🌸,19,29,33,33,35,36,18,47,67,91,93,94,63088,37.5,44,4,9
42095,自行車停放區自行車卻沒有權？,5,6,8,8,8,8,11,17,20,25,25,25,926730,13.2,14,3,14
17386,給靜宜新鮮人、小資族、要烤肉的人買菜點,0,1,6,13,17,23,0,1,1,2,5,9,637894,26.9,45,6,8
15224,讓你留蓮忘返 花蓮壽司名店,2,6,11,14,20,27,0,0,0,6,8,11,160419,81.9,88,3,9
35661,你買0050居然只為了領配息 ⁉️,24,39,55,84,117,136,12,13,20,21,34,36,717594,39.0,308,4,6
37531,男朋友偷摸不看場合被發現有夠尷尬,3,6,6,6,6,6,5,5,7,7,8,8,687605,117.0,55,6,12
31318,孫生酷炫來文化,6,6,7,8,8,8,1,3,3,4,4,4,22465,63.0,21,4,14
33250,誰能跟我解釋解釋,5,5,5,5,5,5,14,16,16,16,16,16,750159,1128.3,5,5,8
39604,教授可以認真點嗎,1,3,5,6,10,16,2,4,5,9,10,11,336679,29.3,27,1,3
34559,#小七 咖啡買十送十優惠,1,2,2,3,4,5,0,0,0,1,1,1,481192,6.5,16,1,5
45826,食品業有希望嗎？,6,6,6,6,6,8,4,7,26,34,38,39,604447,38.0,10,0,11
798,10元的白糖ㄍㄨㄟˋ,1,1,2,2,2,2,1,1,2,3,6,7,160419,81.9,8,6,7
5641,#心得 動畫《電馭叛客》中的成長與失去,2,4,5,7,7,7,0,0,0,0,0,0,3013,31.7,94,0,16
21840,對不起我不是帥哥,0,0,2,5,8,9,2,2,2,2,5,10,687605,117.0,35,5,4
35579,填問卷  抽星巴克！！,5,5,5,6,6,6,0,1,2,2,2,2,354462,4.1,8,4,3
35725,Ozone｜新歌《O.A.O.》10/31 Hit Fm首播🎧✨,25,42,55,68,77,82,4,4,4,5,5,5,454216,16.3,99,4,11
21434,2022歲末公演技術招募延長啦🎉,3,3,3,3,3,3,0,0,0,0,2,2,136811,59.5,5,5,10
44291,聯成外語學員見證🔥｜疫情肆虐的時代，線上教學是種趨勢,1,11,11,11,11,11,0,0,0,0,0,0,852043,0.5,11,2,6
43514,不小心被內射（微西施）,0,0,0,4,11,19,2,2,3,13,19,21,676371,391.4,266,3,16
34174,男友因為沒有性生活約砲,0,5,21,53,84,99,11,18,43,66,93,110,817817,391.7,266,6,12
7219,前陣子才在廢版說,4,5,5,5,5,5,2,2,2,2,3,3,750159,1128.3,5,4,2
9967,花蓮獨旅三天兩夜 - 美食篇,4,7,17,21,26,29,0,0,2,3,3,3,160419,81.9,48,6,10
15378,#分享 KISSME花漾美姬的眼線膠筆,2,2,2,4,4,4,1,1,1,2,2,2,156928,140.1,6,1,6
10401,離職原因怎麼提,1,1,1,1,1,1,2,2,3,3,3,3,770696,160.6,15,2,14
8298,#閒聊 今年有什麼新景點可以去嗎？,4,4,5,6,7,8,1,3,4,5,6,6,14804,42.6,8,2,11
48006,係咪應該唔好講其實我未分手？,1,3,5,8,10,14,0,1,4,4,6,7,955936,27.0,25,5,2
10946,先買舊車之後換新車，還是直接買新車好？,1,1,1,1,1,1,8,13,13,13,14,15,346315,29.3,8,0,15
7350,台南-二牛牛肉湯,2,3,3,3,3,4,3,4,4,4,4,4,160419,81.9,7,1,7
37763,我係未太保守？,0,0,0,0,0,0,0,1,1,1,1,2,955936,27.0,21,2,17
45283,#作品 富士相機 從變焦鏡到定焦鏡,2,4,7,10,15,19,1,1,1,2,5,13,124098,15.7,30,6,10
11181,八年級生的交友觀,0,0,1,2,2,3,5,7,8,8,9,9,676371,391.4,21,6,16
47882,北銘滑板社 揪人打折,4,5,5,5,5,6,3,3,3,3,4,4,100619,40.4,6,0,7
24583,這是打胰島素....用的，對吧。,2,3,4,6,8,10,2,5,10,15,20,25,143116,10.3,15,4,8
32274,#徵室友 三缺一,2,2,3,3,3,4,1,1,4,4,4,4,568760,5.0,5,4,10
42371,#遊戲 冠軍賽亞洲最後希望DRX,2,3,3,4,5,5,0,0,0,0,0,0,87138,10.1,8,5,14
22860,#作品 宜蘭輕鬆一日遊 Sony A74直出真令我驚訝,2,3,4,4,4,4,0,0,0,0,0,0,124098,15.7,8,2,14
11049,被喜歡卻沒被告白如何不傷感情的拒絕,2,2,2,2,3,3,0,0,0,1,1,1,817817,391.7,5,0,4
5999,#求助 收到什麼手辦周邊會開心？,1,1,1,3,3,3,5,7,16,16,17,17,641297,24.6,6,3,10
43711,JK格裙試穿,3,5,5,6,6,7,0,0,0,1,1,1,820667,4.9,10,0,12
41039,堅強的貓貓（文長 內有傷口照）,0,1,3,4,4,4,0,0,0,1,1,1,699763,53.5,20,5,17
34453,喜多跟魚#2,4,4,4,4,5,5,0,0,0,0,1,1,687605,117.0,9,5,16
43414,吉他社報名2缺1！,7,7,7,7,7,7,0,0,0,0,0,0,469710,27.3,7,1,4
24346,#分享 99購物清單🛍️一些可愛小物初嘗試,1,4,10,12,14,15,0,0,0,0,1,2,156928,140.1,26,3,12
22152,三寶飯中的雅量,1,4,4,6,7,9,1,1,1,2,2,2,650776,19.2,20,2,5
27221,#上榜心得 111高考法律廉政上榜心得,16,27,32,32,33,35,5,11,15,17,17,17,531929,28.7,46,1,9
13740,這不是招募！這是招考！（二更）,0,1,1,1,1,2,1,6,12,17,18,18,359151,23.3,5,4,7
14024,成大 碩士班推薦信 格式,0,0,1,2,2,3,2,3,3,3,4,4,632718,54.5,9,5,6
42971,#開箱 | 金聖圭官方手燈,7,8,11,12,13,15,0,1,1,1,1,1,783522,0.8,27,1,13
37291,#作品 白晝之夜90%,0,0,0,1,1,1,0,0,0,0,0,0,124098,15.7,5,0,18
9529,不想活了，好想自殺，活著壓力好沈重,4,4,4,4,6,8,1,2,2,4,4,8,676371,391.4,40,4,19
24716,【尋人啟事】我多想找到你🤭,0,0,0,2,3,4,0,1,1,3,3,4,687605,117.0,7,2,13
32643,健行路肇逃尋人,2,4,5,6,6,6,0,0,0,0,0,0,828054,25.1,11,4,14
41942,有冇去痘沐浴露推介,0,0,0,1,2,2,0,1,1,1,1,1,353181,3.3,9,4,7
14392,女友離婚了卻說要為了孩子跟前夫同居,1,1,1,1,1,2,2,4,4,4,4,4,817817,391.7,10,3,15
32558,#閒聊 全明星運動會4～錄影日(EP12),2,4,8,12,15,23,10,16,32,47,56,64,822393,4.1,49,1,23
31285,秋老虎之我不要當母老虎🐯五套溫柔穿搭,10,27,38,59,74,87,3,5,5,5,11,11,399302,63.9,155,0,4
29020,#分享 秋天的日常妝容🍁,2,2,2,2,3,3,0,0,0,0,1,1,156928,140.1,5,2,3
30093,#作品 #作品 一些日落海景,0,0,2,3,6,7,0,0,0,0,0,2,124098,15.7,8,3,8
38229,音樂劇表演社期初社大來囉✨✨,2,2,3,3,3,3,0,0,0,0,0,0,994988,40.3,5,1,14
34177,差點撞到情侶,3,5,5,6,8,9,4,5,6,6,6,6,926730,13.2,14,2,2
2456,個板驚喜時間🍦抽獎小活動🎁（活動已結束）,12,13,16,16,17,20,12,13,16,16,16,23,148977,0.1,31,0,7
29826,而家啲女仔真係好識打扮,2,8,16,22,34,49,1,4,10,11,22,39,528046,38.6,117,0,10
22573,休假好愉快(๑´ڡ`๑)（結束）,3,3,4,4,5,5,86,88,90,90,92,96,131185,0.3,6,2,17
34770,#分潤 屈臣氏 特價再88折｜取貨送冰淇淋,1,3,3,3,3,3,0,0,0,0,0,0,62553,64.4,5,6,16
1029,新竹城隍香腸伯，幫忙買香腸，這香腸有洋蔥👩🏽‍💻👩🏼‍🦰🏃‍♀️,10,17,22,24,25,26,1,1,1,1,1,1,160419,81.9,37,2,14
27964,多謝你，鄭伊健🤍,3,3,7,11,14,15,0,0,0,0,0,0,528046,38.6,26,6,22
23970,拔牙,2,4,5,5,5,5,0,1,2,2,2,2,750159,1128.3,6,0,8
32829,#分享 [theqoo熱門]去酒吧的時候，旁邊的桌這樣玩的話會怎麼樣？ 寫一下MBTI的反應...twt,24,38,41,43,45,46,10,14,14,15,16,17,81013,3.9,169,1,15
27939,這一定不是我們猴尾科大的學生,0,1,4,6,7,10,2,3,4,5,11,13,926730,13.2,21,5,4
42299,#標的 投資新手請問0056問題😢,0,0,0,1,2,3,11,14,17,17,18,19,508444,18.7,7,1,12
48149,網路發文,0,1,1,1,1,1,0,0,0,0,0,0,642331,12.3,7,3,15
19097,半夜收到陌生訊息之表情便當,1,1,4,5,8,9,0,1,2,4,4,4,676371,391.4,14,4,20
15299,宿舍外面是在吵什麼啦,1,1,1,1,1,2,0,0,0,0,0,0,488185,11.3,6,2,19
49857,#分享 前置保養從大魔王變療癒,1,3,3,4,4,4,0,0,0,2,3,3,50785,31.2,5,6,12
10214,#分享 開架cp值超高洗面乳💛,6,9,10,13,15,16,1,2,2,3,3,3,156928,140.1,29,2,6
42026,正妹IG,1,1,1,3,6,7,1,1,3,3,10,10,385902,15.3,13,2,8
45238,跟男友流浪新北街頭😳,113,146,185,206,216,224,49,51,53,53,55,55,687605,117.0,301,4,13
22644,以下開放跟鐵米道歉,2,3,3,6,10,11,2,3,3,5,5,6,252258,14.2,17,0,5
35554,宿舍室友在電愛⋯,2,4,4,4,4,5,15,17,17,17,17,17,676371,391.4,23,4,1
11683,無印良品 鴨盡其用,1,1,1,3,3,3,0,0,0,0,0,0,367659,39.7,8,3,10
35157,怎麼掉一顆爆米花在桌上 🍿️,1,2,3,4,4,5,0,0,0,0,0,0,179492,7.4,11,0,17
21749,#懷孕 第一胎真的好緊張,3,8,13,24,31,34,1,13,19,22,25,31,24568,35.9,111,5,3
8304,#書單推薦 顧了之///必看的5本小說,2,6,10,18,22,27,0,0,0,0,0,0,332913,14.0,62,6,0
30015,是否要更換車門,0,1,1,3,5,5,3,3,4,4,6,6,346315,29.3,9,6,5
16477,下半季冠軍出爐-中信兄弟,9,11,11,11,12,12,39,48,53,53,54,54,862588,24.2,20,5,14
48961,布偶貓 貓砂盆 外出籠,0,1,1,2,2,2,10,11,16,20,21,27,699763,53.5,5,3,6
41261,#分享 明天決戰多空,1,2,2,2,2,2,8,8,8,8,8,8,508444,18.7,7,0,14
49800,嗨,1,3,3,3,4,4,3,3,4,4,5,5,750159,1128.3,5,4,22
29944,#分享 迪奧繁花愛戀A11快閃店 迪奧明明可以搶 卻送妳一些美麗的小東西,9,12,19,20,23,25,2,2,2,4,5,5,156928,140.1,40,6,10
30084,北部Cosplay棚拍好去處✨攝影棚分享,4,4,6,6,6,6,0,0,0,0,0,0,686623,2.2,44,3,6
23101,求換課🥹羽球換羽球,4,5,5,5,5,6,0,0,0,0,1,1,643788,12.4,6,1,4
35785,尋找 Tesla Model Y 車友,1,6,9,11,16,17,0,1,2,2,4,4,346315,29.3,25,2,7
40291,#請益 超級無敵便宜的抗老藍銅精華,0,2,2,3,3,4,0,1,2,2,2,2,156928,140.1,6,4,10
40593,祝各位新生都可以選到適合自己的社團,3,5,5,7,7,7,0,0,0,0,0,0,650776,19.2,10,1,11
46,所以愛會消失，對不對?,13,21,26,34,37,37,1,4,5,6,7,7,367659,39.7,50,1,1
6219,"學生證遺失
在i83厚切牛排",0,4,7,8,9,10,0,1,2,3,5,6,464332,9.4,17,1,3
46710,分組好可怕,1,1,2,3,4,5,3,3,3,4,5,6,196302,25.7,6,4,8
